ORDER_NUMBER,CUSTOMER_KEY,ORDER_TOTAL,DISCOUNT,ORDER_DATE,ORDER_STATUS,DELIVERY_STATUS
O100478,C10040,1116.53,0,06-12-2015,Delivered,ON-TIME
O100479,C100778,1319.76,0,06-12-2015,Delivered,ON-TIME
O100480,C100781,581.93,0,06-12-2015,Delivered,ON-TIME
O100481,C100763,253.3,0,06-12-2015,Cancelled,
O100482,C100725,314.5,0,06-12-2015,Delivered,ON-TIME
O100483,C100785,249.48,0,06-12-2015,Delivered,ON-TIME
O100484,C100786,1887,0,06-12-2015,Delivered,ON-TIME
O100485,C100116,131.4,0,06-12-2015,Delivered,ON-TIME
O100486,C100788,399.5,0,07-12-2015,Delivered,ON-TIME
O100487,C100117,0,0,28-05-2016,Cancelled,
O100488,C100789,1076.150024,0,07-12-2015,Delivered,ON-TIME
O100489,C100790,1344.98999,0,07-12-2015,Delivered,ON-TIME
O100490,C100791,125.1200027,0,07-12-2015,Delivered,ON-TIME
O100491,C100792,41.90999985,0,07-12-2015,Delivered,ON-TIME
O100492,C100793,199.0299988,0,07-12-2015,Delivered,LATE
O100493,C100794,267.54,0,07-12-2015,Delivered,ON-TIME
O100494,C100795,363.3200073,0,07-12-2015,Delivered,ON-TIME
O100495,C100782,507.480011,0,07-12-2015,Delivered,ON-TIME
O100496,C100796,280.07,0,07-12-2015,Delivered,ON-TIME
O100497,C100219,520.210022,0,07-12-2015,Delivered,ON-TIME
O100498,C100118,NULL,NULL,28-05-2016,Cancelled,
O100499,C10039,556.43,0,07-12-2015,Delivered,ON-TIME
O100500,C100768,507.45,0,07-12-2015,Delivered,ON-TIME
O100501,C100797,640.0499878,0,07-12-2015,Delivered,ON-TIME
O100502,C100798,2603.379883,0,07-12-2015,Delivered,ON-TIME
O100503,C100799,789.0599976,0,07-12-2015,Delivered,ON-TIME
O100504,C100800,720.22,0,07-12-2015,Delivered,ON-TIME
O100505,C100801,209.1,0,07-12-2015,Delivered,ON-TIME
O100506,C100607,303.4599915,0,07-12-2015,Delivered,ON-TIME
O100507,C100802,166.6,0,07-12-2015,Delivered,ON-TIME
O100508,C100119,0,0,28-05-2016,Cancelled,
O100509,C100728,633.25,0,07-12-2015,Delivered,ON-TIME
O100510,C100515,884.9899902,0,07-12-2015,Delivered,LATE
O100511,C100515,884.99,0,07-12-2015,Delivered,ON-TIME
O100512,C100803,1355.31,0,07-12-2015,Delivered,ON-TIME
O100513,C100804,1264.59,0,07-12-2015,Delivered,ON-TIME
O100514,C100534,894.1400146,0,07-12-2015,Delivered,ON-TIME
O100515,C10073,561,0,07-12-2015,Cancelled,
O100516,C100402,650.2600098,0,07-12-2015,Delivered,ON-TIME
O100517,C100644,278.2000122,0,07-12-2015,Delivered,ON-TIME
O100518,C100645,59.98,0,07-12-2015,Delivered,ON-TIME
O100519,C100805,209.3999939,0,07-12-2015,Delivered,ON-TIME
O100520,C100120,0,0,28-05-2016,Cancelled,
O100521,C100679,808.6799927,0,07-12-2015,Delivered,ON-TIME
O100522,C10086,251.5599976,0,07-12-2015,Delivered,ON-TIME
O100523,C100806,3627.7,0,07-12-2015,Delivered,ON-TIME
O100524,C100133,353.6799927,0,07-12-2015,Delivered,ON-TIME
O100525,C100714,903.6500244,0,07-12-2015,Delivered,ON-TIME
O100526,C100807,853.84,0,07-12-2015,Delivered,ON-TIME
O100527,C100304,586.1300049,0,07-12-2015,Delivered,ON-TIME
O100528,C100808,328.3,0,07-12-2015,Delivered,LATE
O100529,C100438,280.5,0,07-12-2015,Delivered,ON-TIME
O100530,C100809,163.1999969,0,07-12-2015,Delivered,ON-TIME
O100531,C100040,3496.37,0,28-05-2016,Delivered,ON-TIME
O100532,C100810,394.8999939,0,07-12-2015,Delivered,ON-TIME
O100533,C100272,196.92,0,07-12-2015,Delivered,ON-TIME
O100534,C100271,256.11,0,07-12-2015,Delivered,ON-TIME
O100535,C100550,984.539978,0,07-12-2015,Delivered,ON-TIME
O100536,C100676,114.75,0,07-12-2015,Delivered,ON-TIME
O100537,C100627,96.22,0,08-12-2015,Delivered,ON-TIME
O100538,C10055,609.1199951,0,08-12-2015,Delivered,ON-TIME
O100539,C100133,295.7999878,0,08-12-2015,Delivered,ON-TIME
O100540,C100811,400.73,0,08-12-2015,Delivered,ON-TIME
O100541,C100812,510.85,0,08-12-2015,Delivered,ON-TIME
O100542,C10081,0,0,11-02-2016,Cancelled,
O100543,C100121,551.1,0,28-05-2016,Delivered,ON-TIME
O100544,C100813,682.1900024,0,08-12-2015,Delivered,ON-TIME
O100545,C100395,372.3800049,0,08-12-2015,Delivered,ON-TIME
O100546,C100763,394.4,0,08-12-2015,Delivered,LATE
O100547,C10039,180.09,0,08-12-2015,Delivered,ON-TIME
O100548,C100237,248.63,0,08-12-2015,Delivered,ON-TIME
O100549,C100815,97.75,0,08-12-2015,Delivered,ON-TIME
O100550,C100789,140.25,0,08-12-2015,Delivered,ON-TIME
O100551,C100816,533.08,0,08-12-2015,Delivered,ON-TIME
O100552,C100817,293.25,0,08-12-2015,Delivered,ON-TIME
O100553,C100106,1808.459961,0,08-12-2015,Delivered,ON-TIME
O100554,C100122,404.4,0,28-05-2016,Delivered,ON-TIME
O100555,C100818,283.92,0,08-12-2015,Delivered,ON-TIME
O100556,C100159,374.8500061,0,08-12-2015,Delivered,ON-TIME
O100557,C100299,1564.29,0,08-12-2015,Delivered,ON-TIME
O100558,C100336,645.7600098,0,08-12-2015,Delivered,ON-TIME
O100559,C100654,704.4899902,0,08-12-2015,Delivered,ON-TIME
O100560,C100819,461.26,0,08-12-2015,Delivered,ON-TIME
O100561,C100759,475.42,0,08-12-2015,Delivered,ON-TIME
O100562,C100797,267.75,0,08-12-2015,Delivered,ON-TIME
O100563,C100202,634.03,0,08-12-2015,Delivered,ON-TIME
O100564,C100360,2234.88,0,08-12-2015,Delivered,LATE
O100565,C100123,724.92,0,28-05-2016,Delivered,ON-TIME
O100566,C100359,4554.140137,0,08-12-2015,Delivered,ON-TIME
O100567,C100820,935,0,08-12-2015,Delivered,ON-TIME
O100568,C100638,1261.76,0,08-12-2015,Delivered,ON-TIME
O100569,C100821,2761.340088,0,08-12-2015,Delivered,ON-TIME
O100570,C100822,1028.5,0,08-12-2015,Delivered,ON-TIME
O100571,C100824,245.9400024,0,08-12-2015,Delivered,ON-TIME
O100572,C100395,144.5,0,08-12-2015,Delivered,ON-TIME
O100573,C100807,285.6,0,08-12-2015,Delivered,ON-TIME
O100574,C100839,550.7,0,08-12-2015,Delivered,ON-TIME
O100575,C100841,158.1,0,08-12-2015,Delivered,ON-TIME
O100576,C100124,61.02,0,28-05-2016,Delivered,ON-TIME
O100577,C100840,494.7000122,0,08-12-2015,Delivered,ON-TIME
O100578,C100842,591.6,0,08-12-2015,Delivered,ON-TIME
O100579,C10039,610.3,0,08-12-2015,Delivered,ON-TIME
O100580,C100812,163.2,0,08-12-2015,Delivered,ON-TIME
O100581,C100454,2019.13,0,08-12-2015,Delivered,ON-TIME
O100582,C100454,1845.35,0,08-12-2015,Delivered,LATE
O100583,C100521,2376.63,0,08-12-2015,Delivered,ON-TIME
O100584,C100664,438.769989,0,08-12-2015,Delivered,ON-TIME
O100585,C100637,766.74,0,08-12-2015,Delivered,ON-TIME
O100586,C100157,1195.180054,0,09-12-2015,Delivered,ON-TIME
O100587,C100125,248.61,0,28-05-2016,Delivered,ON-TIME
O100588,C100270,623.4799805,0,09-12-2015,Delivered,ON-TIME
O100589,C10035,106.25,0,09-12-2015,Delivered,ON-TIME
O100590,C100680,1020.169983,0,09-12-2015,Delivered,ON-TIME
O100591,C100872,1094.619995,0,09-12-2015,Delivered,ON-TIME
O100592,C100681,89.09999847,0,09-12-2015,Delivered,ON-TIME
O100593,C100873,368.21,0,09-12-2015,Delivered,ON-TIME
O100594,C10094,194.3200073,0,09-12-2015,Delivered,ON-TIME
O100595,C100633,391.74,0,09-12-2015,Delivered,ON-TIME
O100596,C100794,655.35,0,09-12-2015,Delivered,ON-TIME
O100597,C100108,0,0,28-05-2016,Delivered,ON-TIME
O100598,C100676,75.65,0,09-12-2015,Delivered,ON-TIME
O100599,C100877,753.7000122,0,09-12-2015,Delivered,ON-TIME
O100600,C100521,90.52,0,09-12-2015,Delivered,LATE
O100601,C100803,162.34,0,09-12-2015,Delivered,ON-TIME
O100602,C100113,213.8999939,0,09-12-2015,Delivered,ON-TIME
O100603,C100878,295.45,0,09-12-2015,Delivered,ON-TIME
O100604,C100124,42.5,0,09-12-2015,Delivered,ON-TIME
O100605,C100445,390.16,0,09-12-2015,Delivered,ON-TIME
O100606,C100880,203.5599976,0,09-12-2015,Delivered,ON-TIME
O100607,C100060,253.6,0,28-05-2016,Delivered,ON-TIME
O100608,C100752,671.84,0,09-12-2015,Delivered,ON-TIME
O100609,C100886,278.8,0,09-12-2015,Delivered,ON-TIME
O100610,C100791,35.70000076,0,09-12-2015,Delivered,ON-TIME
O100611,C100763,257.56,0,09-12-2015,Delivered,ON-TIME
O100612,C100873,53.55,0,09-12-2015,Delivered,ON-TIME
O100613,C100139,1389.91,0,09-12-2015,Delivered,ON-TIME
O100614,C10043,156.79,0,09-12-2015,Delivered,ON-TIME
O100615,C100638,1488.75,0,09-12-2015,Delivered,ON-TIME
O100616,C100889,1113.459961,0,09-12-2015,Delivered,ON-TIME
O100617,C100891,170,0,10-12-2015,Delivered,ON-TIME
O100618,C100129,3318.15,0,28-05-2016,Delivered,LATE
O100619,C100260,50.61000061,0,10-12-2015,Delivered,ON-TIME
O100620,C100159,273.1099854,0,10-12-2015,Delivered,ON-TIME
O100621,C100887,828.3300171,0,10-12-2015,Delivered,ON-TIME
O100622,C100892,1593.709961,0,10-12-2015,Delivered,ON-TIME
O100623,C100893,580.75,0,10-12-2015,Delivered,ON-TIME
O100624,C100894,2967.68,0,10-12-2015,Delivered,ON-TIME
O100625,C100895,129.2,0,10-12-2015,Delivered,ON-TIME
O100626,C100896,1108.75,0,10-12-2015,Delivered,ON-TIME
O100627,C100897,239.7,0,10-12-2015,Delivered,ON-TIME
O100628,C100725,41.74000168,0,10-12-2015,Delivered,ON-TIME
O100629,C100130,0,0,28-05-2016,Delivered,ON-TIME
O100630,C100352,562.2800293,0,10-12-2015,Delivered,ON-TIME
O100631,C100898,517.65,0,10-12-2015,Delivered,ON-TIME
O100632,C100899,2711.5,0,10-12-2015,Delivered,ON-TIME
O100633,C100900,1251.199951,0,10-12-2015,Delivered,ON-TIME
O100634,C100901,776.45,0,10-12-2015,Delivered,ON-TIME
O100635,C100140,629,0,10-12-2015,Delivered,ON-TIME
O100636,C100140,452.2000122,0,10-12-2015,Delivered,LATE
O100637,C100110,136,0,10-12-2015,Delivered,ON-TIME
O100638,C100902,387.6000061,0,10-12-2015,Delivered,ON-TIME
O100639,C10078,110,0,10-12-2015,Delivered,ON-TIME
O100640,C100131,0,0,29-05-2016,Delivered,ON-TIME
O100641,C100903,692.43,0,10-12-2015,Delivered,ON-TIME
O100642,C100904,305.5100098,0,10-12-2015,Delivered,ON-TIME
O100643,C100905,360.84,0,10-12-2015,Delivered,ON-TIME
O100644,C100906,2027.78,0,10-12-2015,Delivered,ON-TIME
O100645,C100907,1007.9,0,10-12-2015,Delivered,ON-TIME
O100646,C100907,6061,0,10-12-2015,Delivered,ON-TIME
O100647,C100908,76.57,0,10-12-2015,Delivered,ON-TIME
O100648,C100909,139.82,0,10-12-2015,Delivered,ON-TIME
O100649,C100910,836.43,0,10-12-2015,Delivered,ON-TIME
O100650,C10082,902.7,0,11-02-2016,Delivered,ON-TIME
O100651,C100132,797.72,0,29-05-2016,Delivered,ON-TIME
O100652,C100302,1542.76,0,10-12-2015,Delivered,ON-TIME
O100653,C100912,2144.26,0,10-12-2015,Delivered,ON-TIME
O100654,C100913,223.1199951,0,11-12-2015,Delivered,LATE
O100655,C100914,87.96,0,11-12-2015,Delivered,ON-TIME
O100656,C100790,244.8000031,0,11-12-2015,Delivered,ON-TIME
O100657,C100915,6076.04,0,11-12-2015,Delivered,ON-TIME
O100658,C100916,303.4100037,0,11-12-2015,Delivered,ON-TIME
O100659,C100917,470.34,0,11-12-2015,Delivered,ON-TIME
O100660,C100918,2154.75,0,11-12-2015,Delivered,ON-TIME
O100661,C100919,379.1000061,0,11-12-2015,Delivered,ON-TIME
O100662,C100133,0,0,29-05-2016,Delivered,ON-TIME
O100663,C100719,1076.469971,0,11-12-2015,Delivered,ON-TIME
O100664,C100135,708.5,0,11-12-2015,Delivered,ON-TIME
O100665,C100607,53.5,0,11-12-2015,Delivered,ON-TIME
O100666,C100564,239.18,0,11-12-2015,Delivered,ON-TIME
O100667,C100560,244.8,0,11-12-2015,Delivered,ON-TIME
O100668,C100920,134.4799957,0,11-12-2015,Delivered,ON-TIME
O100669,C100578,514.25,0,11-12-2015,Delivered,ON-TIME
O100670,C100188,586.5,0,11-12-2015,Delivered,ON-TIME
O100671,C100566,187,0,11-12-2015,Delivered,ON-TIME
O100672,C100230,790.15,0,11-12-2015,Delivered,LATE
O100673,C100134,414.76,0,29-05-2016,Delivered,ON-TIME
O100674,C100921,813.23,0,11-12-2015,Delivered,ON-TIME
O100675,C100728,544.8499756,0,11-12-2015,Delivered,ON-TIME
O100676,C100922,918,0,11-12-2015,Delivered,ON-TIME
O100677,C100611,204,0,11-12-2015,Delivered,ON-TIME
O100678,C100276,646.7199707,0,11-12-2015,Delivered,ON-TIME
O100679,C100159,153.8500061,0,11-12-2015,Delivered,ON-TIME
O100680,C10092,2081.93,0,11-12-2015,Delivered,ON-TIME
O100681,C100313,2661.02002,0,11-12-2015,Delivered,ON-TIME
O100682,C100312,887.3099976,0,11-12-2015,Delivered,ON-TIME
O100683,C100923,2012.390015,0,11-12-2015,Delivered,ON-TIME
O100684,C100135,600.32,0,29-05-2016,Delivered,ON-TIME
O100685,C10086,382.7900085,0,11-12-2015,Delivered,ON-TIME
O100686,C100711,324.7600098,0,11-12-2015,Delivered,ON-TIME
O100687,C100924,1168.97998,0,11-12-2015,Delivered,ON-TIME
O100688,C100925,942.4199829,0,11-12-2015,Delivered,ON-TIME
O100689,C100926,466.99,0,11-12-2015,Delivered,ON-TIME
O100690,C100927,1082.91,0,11-12-2015,Delivered,LATE
O100691,C100928,78.2,0,11-12-2015,Delivered,ON-TIME
O100692,C100402,727.539978,0,11-12-2015,Delivered,ON-TIME
O100693,C100643,602.74,0,11-12-2015,Delivered,ON-TIME
O100694,C100445,1536.06,0,11-12-2015,Delivered,ON-TIME
O100695,C100140,2645.52,0,29-05-2016,Delivered,ON-TIME
O100696,C100329,3073.64,0,11-12-2015,Delivered,ON-TIME
O100697,C100929,241.64,0,11-12-2015,Delivered,ON-TIME
O100698,C100930,119.8499985,0,11-12-2015,Delivered,ON-TIME
O100699,C100725,194.1399994,0,11-12-2015,Delivered,ON-TIME
O100700,C100725,461.1499939,0,11-12-2015,Delivered,ON-TIME
O100701,C100449,927.11,0,11-12-2015,Delivered,ON-TIME
O100702,C10058,287.3200073,0,11-12-2015,Delivered,ON-TIME
O100703,C100931,212.5,0,11-12-2015,Delivered,ON-TIME
O100704,C100682,671.3400269,0,11-12-2015,Delivered,ON-TIME
O100705,C100682,671.34,0,11-12-2015,Delivered,ON-TIME
O100706,C100932,249.62,0,11-12-2015,Delivered,ON-TIME
O100707,C100141,0,0,29-05-2016,Delivered,ON-TIME
O100708,C100328,827.9000244,0,11-12-2015,Delivered,LATE
O100709,C100933,231,0,11-12-2015,Delivered,ON-TIME
O100710,C10083,209.02,0,11-12-2015,Delivered,ON-TIME
O100711,C100562,655.35,0,11-12-2015,Delivered,ON-TIME
O100712,C100934,310.8900146,0,11-12-2015,Delivered,ON-TIME
O100713,C100935,66.30000305,0,11-12-2015,Delivered,ON-TIME
O100714,C100204,277.6799927,0,11-12-2015,Delivered,ON-TIME
O100715,C100936,123.85,0,11-12-2015,Delivered,ON-TIME
O100716,C100611,426.7000122,0,11-12-2015,Delivered,ON-TIME
O100717,C100311,338.71,0,11-12-2015,Delivered,ON-TIME
O100718,C100020,1316.11,0,29-05-2016,Delivered,ON-TIME
O100719,C100113,2458.340088,0,11-12-2015,Delivered,ON-TIME
O100720,C100562,638.26,0,11-12-2015,Delivered,ON-TIME
O100721,C100629,538.3099976,0,11-12-2015,Delivered,ON-TIME
O100722,C10058,561,0,12-12-2015,Delivered,ON-TIME
O100723,C10092,1054,0,12-12-2015,Delivered,ON-TIME
O100724,C100732,1066.53,0,12-12-2015,Delivered,ON-TIME
O100725,C100915,6326.2,0,12-12-2015,Delivered,ON-TIME
O100726,C100915,1925.25,0,12-12-2015,Delivered,LATE
O100727,C100937,1367.7,0,12-12-2015,Delivered,ON-TIME
O100728,C100267,1164.98999,0,12-12-2015,Delivered,ON-TIME
O100729,C100144,0,0,30-05-2016,Delivered,ON-TIME
O100730,C100938,632.1400146,0,12-12-2015,Delivered,ON-TIME
O100731,C100769,671.5,0,12-12-2015,Delivered,ON-TIME
O100732,C100725,82.87999725,0,12-12-2015,Delivered,ON-TIME
O100733,C100915,602.54,0,12-12-2015,Delivered,ON-TIME
O100734,C100781,92.65,0,12-12-2015,Delivered,ON-TIME
O100735,C100217,1544.040039,0,12-12-2015,Delivered,ON-TIME
O100736,C100939,1772.89,0,12-12-2015,Delivered,ON-TIME
O100737,C100940,3612.51,0,12-12-2015,Delivered,ON-TIME
O100738,C100941,950,0,12-12-2015,Delivered,ON-TIME
O100739,C100942,342.99,0,12-12-2015,Delivered,ON-TIME
O100740,C100146,0,0,30-05-2016,Delivered,ON-TIME
O100741,C100661,724.6799927,0,12-12-2015,Delivered,ON-TIME
O100742,C100100,411.19,0,12-12-2015,Delivered,ON-TIME
O100743,C100140,2055.300049,0,12-12-2015,Delivered,ON-TIME
O100744,C100226,2470,0,12-12-2015,Delivered,LATE
O100745,C100943,238,0,12-12-2015,Delivered,ON-TIME
O100746,C10095,475.1199951,0,12-12-2015,Delivered,ON-TIME
O100747,C100327,472.3999939,0,12-12-2015,Delivered,ON-TIME
O100748,C100302,772.65,0,12-12-2015,Delivered,ON-TIME
O100749,C100648,187.68,0,12-12-2015,Delivered,ON-TIME
O100750,C100113,621.9299927,0,12-12-2015,Delivered,ON-TIME
O100751,C100147,0,0,30-05-2016,Cancelled,
O100752,C100113,2618.5,0,12-12-2015,Delivered,ON-TIME
O100753,C100302,508.7,0,12-12-2015,Delivered,ON-TIME
O100754,C100564,662.47,0,12-12-2015,Delivered,ON-TIME
O100755,C100124,292.3999939,0,12-12-2015,Delivered,ON-TIME
O100756,C100176,139.73,0,12-12-2015,Delivered,ON-TIME
O100757,C100932,1232.51,0,12-12-2015,Delivered,ON-TIME
O100758,C100176,1145.84,0,12-12-2015,Delivered,ON-TIME
O100759,C100178,1368.1,0,12-12-2015,Delivered,ON-TIME
O100760,C100626,432.4899902,0,12-12-2015,Delivered,ON-TIME
O100761,C100179,604.74,0,12-12-2015,Delivered,ON-TIME
O100762,C10083,491.61,0,11-02-2016,Delivered,LATE
O100763,C100149,0,0,30-05-2016,Cancelled,
O100764,C100190,1369.83,0,12-12-2015,Delivered,ON-TIME
O100765,C100945,549.7800293,0,12-12-2015,Delivered,ON-TIME
O100766,C100711,261.4400024,0,12-12-2015,Delivered,ON-TIME
O100767,C100205,820.4,0,12-12-2015,Delivered,ON-TIME
O100768,C100278,396.02,0,12-12-2015,Delivered,ON-TIME
O100769,C100946,1528.06,0,13-12-2015,Delivered,ON-TIME
O100770,C100209,922.26,0,13-12-2015,Delivered,ON-TIME
O100771,C100208,204,0,13-12-2015,Delivered,ON-TIME
O100772,C100150,305.28,0,30-05-2016,Delivered,ON-TIME
O100773,C100927,300.02,0,13-12-2015,Delivered,ON-TIME
O100774,C100106,1710.22998,0,13-12-2015,Delivered,ON-TIME
O100775,C100100,107.41,0,13-12-2015,Delivered,ON-TIME
O100776,C100352,1697.23999,0,13-12-2015,Delivered,ON-TIME
O100777,C100679,531.460022,0,13-12-2015,Delivered,ON-TIME
O100778,C100565,589.5,0,13-12-2015,Delivered,ON-TIME
O100779,C100947,873.04,0,13-12-2015,Delivered,ON-TIME
O100780,C100915,4607.5,0,13-12-2015,Delivered,LATE
O100781,C100948,417.97,0,13-12-2015,Delivered,ON-TIME
O100782,C100310,1739.71,0,13-12-2015,Delivered,ON-TIME
O100783,C100151,107.1,0,30-05-2016,Delivered,ON-TIME
O100784,C100948,277.72,0,13-12-2015,Delivered,ON-TIME
O100785,C100949,960.07,0,13-12-2015,Delivered,ON-TIME
O100786,C100950,354.45,0,13-12-2015,Delivered,ON-TIME
O100787,C100951,105.1,0,13-12-2015,Delivered,ON-TIME
O100788,C100934,994.4699707,0,14-12-2015,Delivered,ON-TIME
O100789,C100283,2597.9,0,14-12-2015,Delivered,ON-TIME
O100790,C100952,429.25,0,14-12-2015,Delivered,ON-TIME
O100791,C10049,188.24,0,14-12-2015,Delivered,ON-TIME
O100792,C100152,700.05,0,30-05-2016,Delivered,ON-TIME
O100793,C100270,547.4000244,0,14-12-2015,Delivered,ON-TIME
O100794,C100953,251.1900024,0,14-12-2015,Delivered,ON-TIME
O100795,C100806,113.46,0,14-12-2015,Delivered,ON-TIME
O100796,C100840,1054.280029,0,14-12-2015,Delivered,ON-TIME
O100797,C10041,174.2599945,0,14-12-2015,Delivered,ON-TIME
O100798,C100546,510,0,14-12-2015,Delivered,LATE
O100799,C100172,1334.369995,0,14-12-2015,Delivered,ON-TIME
O100800,C100626,679.1300049,0,14-12-2015,Delivered,ON-TIME
O100801,C100954,558.46,0,14-12-2015,Delivered,ON-TIME
O100802,C100196,1263.130005,0,14-12-2015,Delivered,ON-TIME
O100803,C100049,1829.12,0,30-05-2016,Delivered,ON-TIME
O100804,C100725,68,0,14-12-2015,Delivered,ON-TIME
O100805,C100260,419.5599976,0,14-12-2015,Delivered,ON-TIME
